id,patron,language,title,nbFollowing,nbFollowers,completionRate,chess960_games,chess960_rating,chess960_rd,chess960_prog,chess960_prov,puzzle_games,puzzle_rating,puzzle_rd,puzzle_prog,puzzle_prov,racingKings_games,racingKings_rating,racingKings_rd,racingKings_prog,racingKings_prov,ultraBullet_games,ultraBullet_rating,ultraBullet_rd,ultraBullet_prog,ultraBullet_prov,blitz_games,blitz_rating,blitz_rd,blitz_prog,blitz_prov,kingOfTheHill_games,kingOfTheHill_rating,kingOfTheHill_rd,kingOfTheHill_prog,kingOfTheHill_prov,crazyhouse_games,crazyhouse_rating,crazyhouse_rd,crazyhouse_prog,crazyhouse_prov,threeCheck_games,threeCheck_rating,threeCheck_rd,threeCheck_prog,threeCheck_prov,bullet_games,bullet_rating,bullet_rd,bullet_prog,bullet_prov,correspondence_games,correspondence_rating,correspondence_rd,correspondence_prog,correspondence_prov,classical_games,classical_rating,classical_rd,classical_prog,classical_prov,rapid_games,rapid_rating,rapid_rd,rapid_prog,rapid_prov,storm_runs,storm_score,racer_runs,racer_score,streak_runs,streak_score,profile_country,profile_location,profile_fideRating,playTime_total,playTime_tv
is-238,,ru-RU,,4.0,2.0,100.0,,,,,,682.0,2116.0,89.0,0.0,,,,,,,,,,,,3445.0,2205.0,54.0,30.0,,,,,,,,,,,,,,,,,655.0,2053.0,48.0,18.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,66.0,2191.0,84.0,140.0,,9.0,38.0,,,28.0,46.0,UA,Харьков,,1110043.0,0.0
saiprasad007,,en-US,,9.0,6.0,87.0,,,,,,,,,,,,,,,,14.0,999.0,130.0,15.0,True,333.0,1691.0,54.0,-19.0,,,,,,,,,,,,,,,,,10.0,1293.0,163.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1353.0,272.0,0.0,True,,,,,,,,,,77044.0,0.0
jdromero07,,es-ES,,0.0,2.0,77.0,1.0,1238.0,293.0,0.0,True,587.0,901.0,66.0,0.0,,,,,,,1.0,1332.0,284.0,0.0,True,135.0,1021.0,64.0,45.0,,,,,,,,,,,,,,,,,4.0,1189.0,192.0,0.0,True,1.0,1466.0,332.0,0.0,True,8.0,1064.0,137.0,0.0,True,3.0,1052.0,202.0,0.0,True,,,,,,,EC,,,61787.0,0.0
turboaxel,,fr-FR,,5.0,3.0,90.0,,,,,,182.0,1759.0,84.0,0.0,,,,,,,,,,,,297.0,1149.0,66.0,-8.0,,,,,,,,,,,,,,,,,33.0,992.0,89.0,-75.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,254.0,1273.0,59.0,-42.0,,,,,,,,,,,282879.0,0.0
revrison,,id-ID,,5.0,8.0,70.0,,,,,,25.0,1400.0,124.0,0.0,True,,,,,,,,,,,13.0,867.0,110.0,40.0,True,,,,,,,,,,,,,,,,9.0,1222.0,126.0,0.0,True,0.0,1500.0,500.0,0.0,True,27.0,1313.0,125.0,83.0,True,786.0,1120.0,51.0,-40.0,,,,,,,,,,,408353.0,1445.0
galileo_galiley,,ru-RU,,15.0,4.0,86.0,,,,,,237.0,2563.0,91.0,0.0,,,,,,,,,,,,770.0,2305.0,63.0,16.0,,,,,,,,,,,,,,,,,38.0,1949.0,78.0,-22.0,,7.0,2200.0,161.0,0.0,True,0.0,1500.0,500.0,0.0,True,22.0,2366.0,133.0,-15.0,True,63.0,48.0,2.0,58.0,4.0,48.0,RU,РОССИЯ,,388521.0,0.0
gerzsonyka01,,hu-HU,,0.0,0.0,,,,,,,1.0,1443.0,422.0,0.0,True,,,,,,,,,,,100.0,940.0,64.0,-18.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,27229.0,0.0
mohammadmatin1398,,en-GB,,0.0,1.0,100.0,,,,,,31.0,2022.0,162.0,0.0,True,,,,,,,,,,,961.0,1728.0,56.0,23.0,,,,,,,,,,,,,,,,,1004.0,1502.0,48.0,7.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,47.0,1854.0,86.0,84.0,,,,54.0,42.0,,,IR,,,423833.0,0.0
omisoc9,,en-US,,0.0,2.0,97.0,,,,,,145.0,2362.0,92.0,0.0,,,,,,,,,,,,308.0,2368.0,45.0,10.0,,,,,,,,,,,,,,,,,166.0,2005.0,47.0,-37.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,15.0,2323.0,101.0,109.0,,,,,,,,GB,West Midlands,2369.0,110378.0,0.0
luken49,,id-ID,,7.0,2.0,87.0,,,,,,87.0,1771.0,88.0,0.0,,,,,,,,,,,,1393.0,2045.0,45.0,10.0,,,,,,,,,,,,,,,,,567.0,1595.0,56.0,-78.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,591834.0,0.0
joseluishernandez,,es-ES,,0.0,19.0,93.0,,,,,,1047.0,2439.0,73.0,0.0,,,,,,,,,,,,337.0,1952.0,45.0,7.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1750.0,268.0,0.0,True,2641.0,2112.0,57.0,3.0,,1.0,17.0,,,,,,,,3339890.0,1468.0
onepunchrick,,en-US,,2.0,1.0,93.0,,,,,,86.0,1268.0,100.0,0.0,,,,,,,,,,,,242.0,1056.0,97.0,75.0,,,,,,,,,,,,,,,,,5304.0,1211.0,45.0,18.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,6.0,1047.0,156.0,0.0,True,,,,,,,,,,716447.0,0.0
nstet,,en-US,,0.0,0.0,73.0,1.0,1426.0,401.0,0.0,True,822.0,1362.0,83.0,0.0,,1.0,1449.0,431.0,0.0,True,19.0,873.0,116.0,-144.0,True,11.0,1224.0,125.0,0.0,True,,,,,,,,,,,1.0,1328.0,304.0,0.0,True,241.0,997.0,56.0,0.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1284.0,289.0,0.0,True,,,,,,,,,,31295.0,0.0
relyt10,,en-US,,0.0,0.0,100.0,,,,,,542.0,1888.0,82.0,0.0,,,,,,,,,,,,261.0,1563.0,49.0,21.0,,,,,,,,,,,,,,,,,53.0,1287.0,63.0,-13.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,72011.0,0.0
mamaaaan,,de-DE,,6.0,3.0,93.0,,,,,,1769.0,1963.0,75.0,0.0,,,,,,,,,,,,62.0,1377.0,82.0,138.0,,,,,,,,,,,,,,,,,21.0,951.0,142.0,92.0,True,0.0,1500.0,500.0,0.0,True,37.0,1558.0,102.0,118.0,,3279.0,1900.0,45.0,-22.0,,10.0,24.0,,,,,DE,,,2018464.0,0.0
ivad009,,pt-BR,,73.0,10.0,95.0,,,,,,320.0,1557.0,122.0,0.0,True,3.0,1515.0,202.0,0.0,True,,,,,,138.0,1152.0,63.0,14.0,,,,,,,,,,,,,,,,,2.0,1288.0,284.0,0.0,True,6.0,1673.0,256.0,0.0,True,1.0,1480.0,481.0,0.0,True,4.0,1646.0,292.0,0.0,True,1.0,14.0,,,,,,,,55392.0,0.0
mak3r,,en-GB,,0.0,0.0,97.0,,,,,,85.0,1558.0,91.0,0.0,,,,,,,,,,,,1.0,1160.0,307.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1286.0,303.0,0.0,True,533.0,1663.0,62.0,-13.0,,,,,,,,,,,286181.0,0.0
derhdrache,,es-ES,,0.0,8.0,87.0,17.0,1473.0,107.0,-65.0,,2275.0,2045.0,62.0,0.0,,,,,,,,,,,,12928.0,1797.0,68.0,32.0,,,,,,,,,,,,,,,,,11139.0,1354.0,45.0,-39.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,58.0,2029.0,66.0,-25.0,,19.0,28.0,,,4.0,29.0,,,,6447202.0,0.0
sebestia543,,es-ES,,0.0,1.0,93.0,,,,,,28.0,2053.0,210.0,68.0,True,,,,,,,,,,,7432.0,1847.0,45.0,-9.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,3437316.0,0.0
coprial,,pt-BR,,0.0,1.0,100.0,,,,,,299.0,1302.0,82.0,0.0,,,,,,,,,,,,32.0,889.0,74.0,-58.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,222.0,1067.0,45.0,45.0,,,,,,,,,,,98892.0,0.0
chessmanjacob,,en-US,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,1.0,1301.0,292.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,663.0,0.0
darkpower79,,tr-TR,,1.0,0.0,70.0,,,,,,2419.0,1506.0,75.0,0.0,,,,,,,,,,,,2.0,1374.0,273.0,0.0,True,,,,,,,,,,,,,,,,3.0,1007.0,215.0,0.0,True,16.0,1551.0,133.0,83.0,True,1.0,1334.0,315.0,0.0,True,449.0,1442.0,61.0,-11.0,,,,,,,,,,,293477.0,0.0
utedssch,,en-US,,0.0,0.0,90.0,,,,,,319.0,1629.0,106.0,0.0,,,,,,,,,,,,35.0,1558.0,94.0,8.0,,,,,,,,,,,,,,,,,270.0,1415.0,72.0,15.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,12.0,1657.0,130.0,34.0,True,,,,,,,,,,54761.0,0.0
tomaskolias,,el-GR,,0.0,1.0,87.0,,,,,,17.0,1547.0,207.0,131.0,True,,,,,,,,,,,1715.0,1302.0,45.0,-48.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,69.0,1062.0,112.0,26.0,True,,,,,,,,,,705980.0,0.0
jean-pierrepineda120,,es-ES,,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,9.0,1096.0,153.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,1683.0,0.0
inmortal20,,es-ES,,1.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,158.0,1173.0,48.0,-35.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,3.0,15.0,,,,,,67812.0,0.0
jedizy,,en-GB,,19.0,15.0,,6.0,1390.0,254.0,0.0,True,461.0,1326.0,172.0,0.0,True,1.0,1352.0,266.0,0.0,True,,,,,,597.0,958.0,45.0,17.0,,1.0,1460.0,353.0,0.0,True,39.0,1238.0,190.0,-56.0,True,1.0,1453.0,364.0,0.0,True,18.0,1203.0,161.0,-171.0,True,80.0,1260.0,149.0,-57.0,True,412.0,1239.0,113.0,6.0,True,838.0,1138.0,78.0,32.0,,,,,,,,US,Amity OR,,1394285.0,49874.0
jpw67,,nb-NO,,0.0,0.0,97.0,,,,,,1.0,1763.0,296.0,0.0,True,,,,,,,,,,,2391.0,1580.0,45.0,1.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,NO,,,887755.0,0.0
stalwart12,,ru-RU,,2.0,3.0,96.0,1.0,1597.0,291.0,0.0,True,955.0,1906.0,82.0,0.0,,,,,,,2.0,1244.0,238.0,0.0,True,3.0,1188.0,238.0,0.0,True,,,,,,1.0,1361.0,278.0,0.0,True,1.0,1555.0,321.0,0.0,True,2.0,1139.0,242.0,0.0,True,0.0,1500.0,500.0,0.0,True,144.0,1696.0,68.0,-11.0,,224.0,1793.0,59.0,55.0,,33.0,33.0,7.0,34.0,4.0,25.0,UA,Прилуки,,351075.0,0.0
cevollino,,es-ES,,0.0,0.0,,,,,,,1.0,1418.0,388.0,0.0,True,,,,,,,,,,,1.0,1157.0,303.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,3.0,1263.0,250.0,0.0,True,,,,,,,,,,2637.0,0.0
fender_1,,pt-PT,,0.0,0.0,,,,,,,273.0,1338.0,76.0,0.0,,,,,,,,,,,,2.0,866.0,242.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,839.0,0.0
maxim-11,,de-DE,,7.0,4.0,82.0,,,,,,108.0,1213.0,104.0,0.0,,6.0,1798.0,258.0,0.0,True,131.0,964.0,77.0,-23.0,,60.0,1012.0,83.0,60.0,,,,,,,,,,,,1.0,1258.0,405.0,0.0,True,23.0,906.0,124.0,-10.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,227.0,1138.0,48.0,-1.0,,,,,,,,DE,NRW,,156601.0,0.0
paudelanima,,en-US,,2.0,0.0,88.0,8.0,1680.0,178.0,0.0,True,38.0,2145.0,107.0,0.0,,,,,,,,,,,,29.0,2035.0,89.0,-158.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,13.0,2235.0,125.0,4.0,True,,,,,,,,,,29887.0,0.0
zamblao,,fr-FR,,0.0,0.0,,,,,,,222.0,1697.0,86.0,0.0,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,12.0,1654.0,114.0,28.0,True,,,,,,,FR,Nancy,,5861.0,0.0
malicheski,,pt-BR,,12.0,9.0,90.0,,,,,,46.0,1986.0,200.0,-50.0,True,,,,,,,,,,,105.0,1590.0,95.0,-27.0,,,,,,,,,,,,,,,,,3.0,1448.0,197.0,0.0,True,0.0,1500.0,500.0,0.0,True,3.0,1919.0,210.0,0.0,True,165.0,1788.0,79.0,7.0,,,,,,,,BR,Salvador - Bahia,,192598.0,0.0
efesons,,en-GB,,0.0,15.0,87.0,,,,,,29.0,1486.0,124.0,0.0,True,,,,,,,,,,,4721.0,1693.0,45.0,5.0,,,,,,,,,,,,,,,,,2.0,1207.0,268.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,6319.0,1551.0,104.0,11.0,,,,,,,,,,,4948499.0,0.0
bestbulat,,ru-RU,,11.0,11.0,83.0,,,,,,2016.0,1830.0,65.0,0.0,,,,,,,50.0,1351.0,125.0,28.0,True,860.0,1669.0,47.0,9.0,,,,,,,,,,,,,,,,,288.0,1505.0,47.0,14.0,,1.0,1459.0,329.0,0.0,True,8.0,1280.0,155.0,0.0,True,185.0,1802.0,53.0,30.0,,,,,,,,RU,,,457372.0,0.0
aa123w,,ar-SA,,0.0,1.0,83.0,,,,,,8.0,1217.0,137.0,0.0,True,,,,,,,,,,,4.0,1523.0,181.0,0.0,True,,,,,,1.0,1324.0,299.0,0.0,True,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,4.0,1680.0,229.0,0.0,True,25.0,1504.0,86.0,81.0,,,,,,3.0,3.0,IQ,,,78386.0,0.0
sihledynasty,,en-US,,192.0,87.0,93.0,8.0,1700.0,189.0,0.0,True,252.0,2067.0,137.0,0.0,True,,,,,,38.0,1559.0,147.0,97.0,True,5585.0,2103.0,45.0,-15.0,,,,,,,1.0,1671.0,289.0,0.0,True,,,,,,4292.0,2086.0,48.0,-10.0,,15.0,2217.0,155.0,165.0,True,170.0,2053.0,119.0,3.0,True,281.0,2105.0,107.0,79.0,,,,,,,,ZA,Bloemfontein,,2993455.0,1113.0
jayfanstone,,en-US,,1.0,1.0,97.0,,,,,,67.0,1778.0,210.0,63.0,True,,,,,,,,,,,1979.0,2039.0,45.0,14.0,,,,,,,,,,,,,,,,,1.0,1379.0,299.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,914.0,2043.0,92.0,14.0,,,,,,,,,,,1728116.0,4811.0
deley4,,ru-RU,,4.0,1.0,90.0,,,,,,224.0,2020.0,81.0,0.0,,,,,,,,,,,,156.0,1462.0,47.0,-6.0,,,,,,,,,,,,,,,,,2.0,1524.0,252.0,0.0,True,0.0,1500.0,500.0,0.0,True,6.0,1765.0,161.0,0.0,True,677.0,1738.0,60.0,21.0,,,,,,,,UA,Plt,,590334.0,0.0
primordialone,,fi-FI,,3.0,10.0,100.0,,,,,,,,,,,,,,,,150.0,1626.0,98.0,14.0,,2677.0,2382.0,45.0,-35.0,,,,,,,3.0,2054.0,242.0,0.0,True,,,,,,8038.0,2323.0,45.0,-5.0,,2.0,1785.0,309.0,0.0,True,4.0,2001.0,182.0,0.0,True,31.0,2510.0,121.0,30.0,True,1.0,24.0,,,,,,,,1695300.0,913.0
kaptan38,,tr-TR,,1.0,2.0,97.0,,,,,,7.0,1761.0,212.0,0.0,True,,,,,,,,,,,788.0,1137.0,52.0,11.0,,,,,,,,,,,,,,,,,1.0,1196.0,313.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,39.0,1420.0,127.0,36.0,True,,,,,,,,,,421071.0,0.0
morknatz,,de-DE,,4.0,3.0,87.0,,,,,,653.0,1840.0,68.0,0.0,,,,,,,,,,,,5414.0,1676.0,45.0,26.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,27.0,1578.0,144.0,2.0,True,1072.0,1829.0,108.0,48.0,,,,,,1.0,1.0,DE,,,3716480.0,0.0
gilshein,,he-IL,,9.0,5.0,93.0,,,,,,63.0,1216.0,85.0,0.0,,,,,,,,,,,,1437.0,1113.0,45.0,-18.0,,,,,,,1.0,1741.0,397.0,0.0,True,1.0,1389.0,391.0,0.0,True,891.0,955.0,53.0,25.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,17.0,1258.0,105.0,-93.0,,1.0,13.0,1.0,12.0,,,,,,565689.0,0.0
michalgarczynski2,,pl-PL,,0.0,1.0,95.0,,,,,,,,,,,,,,,,,,,,,37.0,1157.0,95.0,43.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,13362.0,0.0
felipebristol,,pt-BR,,0.0,0.0,,,,,,,9.0,1664.0,273.0,0.0,True,,,,,,,,,,,1.0,1197.0,295.0,0.0,True,,,,,,,,,,,,,,,,2.0,1135.0,231.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,
aldahird,,es-ES,,15.0,26.0,93.0,,,,,,245.0,1915.0,86.0,0.0,,,,,,,1.0,1163.0,317.0,0.0,True,1843.0,1393.0,99.0,-56.0,,,,,,,2.0,1475.0,276.0,0.0,True,,,,,,8.0,1389.0,157.0,0.0,True,161.0,1529.0,78.0,-49.0,,3.0,1393.0,213.0,0.0,True,1945.0,1813.0,58.0,-19.0,,1.0,17.0,,,,,EC,Portoviejo,,2594772.0,0.0
spad79,,el-GR,,3.0,2.0,93.0,,,,,,469.0,2190.0,166.0,0.0,True,,,,,,,,,,,214.0,1885.0,86.0,40.0,,,,,,,,,,,,,,,,,387.0,1783.0,105.0,17.0,,1.0,1616.0,304.0,0.0,True,15.0,1952.0,137.0,-9.0,True,43.0,1857.0,131.0,124.0,True,,,,,,,GR,,,248819.0,0.0
kitja87,,en-GB,,9.0,6.0,87.0,,,,,,17.0,1079.0,136.0,0.0,True,,,,,,,,,,,2.0,1088.0,241.0,0.0,True,,,,,,,,,,,,,,,,2.0,1178.0,260.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,770.0,1052.0,49.0,-36.0,,,,,,,,,,,521708.0,0.0
fikri_greates,,id-ID,,1.0,2.0,100.0,,,,,,268.0,1987.0,76.0,0.0,,,,,,,,,,,,1301.0,1835.0,45.0,-28.0,,,,,,,,,,,,,,,,,586.0,1565.0,45.0,21.0,,0.0,1500.0,500.0,0.0,True,8.0,1502.0,148.0,0.0,True,126.0,1905.0,46.0,-8.0,,,,,,,,ID,Pekalongan jateng,,525652.0,0.0
zmuddafkka,,en-US,,2.0,5.0,87.0,,,,,,189.0,1542.0,114.0,0.0,True,,,,,,,,,,,106.0,1060.0,69.0,56.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,1.0,1741.0,399.0,0.0,True,21.0,1215.0,131.0,-149.0,True,1484.0,1415.0,45.0,7.0,,,,,,,,US,Los Angeles,,1117921.0,0.0
dudi12345,,en-US,,1.0,1.0,77.0,,,,,,280.0,1501.0,117.0,0.0,True,,,,,,,,,,,267.0,1310.0,78.0,14.0,,,,,,,,,,,,,,,,,572.0,1284.0,57.0,-13.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,7.0,1522.0,133.0,0.0,True,,,,,,,,,,136070.0,0.0
extasystyle,,ru-RU,,2.0,3.0,100.0,,,,,,1095.0,1589.0,68.0,0.0,,,,,,,,,,,,2351.0,1383.0,45.0,-32.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,14.0,1417.0,152.0,-28.0,True,2.0,1504.0,222.0,0.0,True,,,,,,,RU,Moscow,,834079.0,0.0
yashpkm,,en-GB,,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,12.0,765.0,110.0,-17.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,7263.0,0.0
pkbalekai,,en-US,,0.0,1.0,97.0,,,,,,12.0,1443.0,130.0,0.0,True,,,,,,,,,,,56.0,1064.0,68.0,-41.0,,,,,,,,,,,,,,,,,15.0,826.0,121.0,-117.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1180.0,303.0,0.0,True,,,,,,,,,,23833.0,0.0
elios31,,fr-FR,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,1059.0,321.0,0.0,True,,,,,,,,,,,,,,,,1.0,1059.0,353.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1659.0,314.0,0.0,True,,,,,,,,,,2212.0,0.0
mars75,,en-GB,,7.0,11.0,93.0,,,,,,5836.0,1778.0,63.0,0.0,,,,,,,,,,,,8465.0,1620.0,45.0,-9.0,,,,,,,,,,,,,,,,,3842.0,1388.0,54.0,6.0,,0.0,1500.0,500.0,0.0,True,23.0,1308.0,126.0,35.0,True,265.0,1465.0,73.0,28.0,,,,,,,,,,,3134420.0,0.0
ferrlebeco_nsamar,,en-US,,1.0,7.0,77.0,,,,,,18.0,2084.0,211.0,12.0,True,,,,,,,,,,,667.0,2113.0,67.0,-14.0,,,,,,,,,,,,,,,,,1887.0,1906.0,53.0,23.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,13.0,1900.0,123.0,13.0,True,,,,,,,PH,Northern Samar,,735967.0,0.0
baba_tungi,,en-GB,,0.0,0.0,97.0,,,,,,19.0,1806.0,95.0,0.0,,,,,,,,,,,,321.0,1655.0,50.0,46.0,,,,,,,,,,,,,,,,,10.0,1628.0,127.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,72950.0,0.0
gururairai,,en-US,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,1174.0,298.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,397.0,0.0
ocanaeduardo,,es-ES,,6.0,6.0,93.0,,,,,,552.0,2347.0,99.0,16.0,,,,,,,,,,,,2251.0,2034.0,74.0,-34.0,,,,,,,,,,,,1.0,1412.0,329.0,0.0,True,103.0,1772.0,113.0,-29.0,True,0.0,1500.0,500.0,0.0,True,9.0,2001.0,191.0,0.0,True,172.0,2111.0,91.0,32.0,,,,,,,,,,,1632080.0,3769.0
oscarmar2021,,es-ES,,0.0,0.0,93.0,,,,,,99.0,1690.0,78.0,0.0,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,215.0,1261.0,45.0,-2.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,31076.0,0.0
brkalija,,en-GB,,1.0,6.0,100.0,1.0,1342.0,266.0,0.0,True,45.0,2020.0,94.0,0.0,,,,,,,16.0,1648.0,138.0,7.0,True,1411.0,2147.0,45.0,-20.0,,,,,,,,,,,,,,,,,428.0,2033.0,46.0,23.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,427338.0,0.0
yheiko,,es-ES,,0.0,2.0,93.0,,,,,,,,,,,,,,,,,,,,,152.0,1044.0,49.0,-5.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,11.0,1042.0,150.0,0.0,True,,,,,,,BO,viacha,,41542.0,0.0
levmishkin,,es-ES,,0.0,5.0,97.0,,,,,,,,,,,,,,,,,,,,,4325.0,1695.0,45.0,-38.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,1144521.0,0.0
gamzelgl,,tr-TR,,5.0,12.0,80.0,,,,,,97.0,1476.0,94.0,0.0,,,,,,,,,,,,230.0,1446.0,81.0,28.0,,,,,,,,,,,,,,,,,34.0,1983.0,90.0,-90.0,,0.0,1500.0,500.0,0.0,True,20.0,1551.0,132.0,-57.0,True,901.0,1479.0,45.0,-28.0,,,,,,,,,,,762233.0,701.0
ahmet12345yaz,,tr-TR,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,1302.0,296.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1194.0,297.0,0.0,True,10.0,4.0,,,,,,,,550.0,0.0
